Address,Latitude,Longitude
Apex Clinic,45.5519617,-121.1752462
"Chatter Nursing Home, 46, Ashok Puram, Opp. Gate No. 04, Ashok Nagar, Ranchi, Jharkhand ",23.3510641,85.3000681
"Freya IVF Center, Bariatu Rd, Bargain Village, Ranchi, Jharkhand ",23.4015024,85.3609586
"Harmu Housing Colony, Nizam Nagar, Hindpiri, Ranchi, Jharkhand ",23.3612546,85.308525
"Rameshwaram, Sarhul Nagar, Ranchi, Jharkhand ",23.3866798,85.3353364
"Between gate no 1 and 2, Hilltop motor, Bella Initiis, near Maruti Arena, Ashok Nagar, Ranchi, Jharkhand ",23.349506,85.3060341
Ranchi,23.3431832,85.2389252
"Choudhury Nursing Home, 189, Devi Mandap Rd, Vikash Nagar, Ranchi, Jharkhand ",23.38249,85.2968077
"Netaji Hospital,Jamsedpur",22.8019994,86.1349439
"HEALTH CITY HOSPITAL ,opp. Bodoland Guest House, Uday Nagar, Khanapara, Guwahati, Assam ",26.1172533,91.8127297
"AK Azad Rd, Sankarpur, Kala Pahar, Guwahati, Assam ",26.1687722,91.744008
"Nemcare Hospital, GS Rd, Bhangagarh, Guwahati, Assam ",26.1640687,91.7663493
"Barbari Hengrabari, Pratiksha Hospital, VIP Rd, Borbari, Guwahati, Assam ",26.1584955,91.8092975
"Apollo Excelcare Hospital, NH-37, Near Ganesh Mandir, Paschim Boragaon, Guwahati, Assam ",26.1277042,91.6786881
"FC4W+2FR, Jail Rd, Milanpur, Assam ",26.4564445,91.4433661
"Suyog Hospital Lem, Bargain Rd, Bariyatu, Ranchi, Jharkhand ",23.4178611,85.36911
"Ovum Woman & Child Speciality Hospital, 29P & 32, National Highway 4, opposite to HDFC Bank, Bhattarahalli, Sannatammanahalli, Battarahalli, Bengaluru, Karnataka 560049, Landmark: Opposite to HDFC Bank, Bangalore",13.0415403,77.6586694
"KIMS Hospital, Door No. 1-8-31/1, Block 1, 2, 3, Opposite Sai Baba Temple, Krishna Nagar Colony, Main Road, Minister Road, Punjagutta-500082 (Opposite Sai Baba Temple, Krishna Nagar Colony)",17.4367992,78.480221
"EG hospital, Narengi",26.1803077,91.8291404
"GNRC, Six Mile, Guwahati, Assam ",26.1312246,91.8057183
"House No. 3, Dr Sarmah's Maternity & Gyne Clinic, Jayanagar Rd, Jaya Nagar, Six Mile, Guwahati, Assam ",26.1304677,91.8052953
"Hatigaon Main Rd, near Sewali Path, MEDICITY, Dispur, Hatigaon, Guwahati, Assam ",26.1363798,91.7833997
"Excelcare Apllo hospital, Boragaon",26.1264391,91.6790392
"Assam Trunk Rd, Maligaon, Guwahati, Assam ",26.1685867,91.7190134
"Bethany Hospital, Shillong, Nongrim Hills, Shillong, Meghalaya ",25.5662866,91.8986222
"Greenwood tea estate,Dibrugarh",27.5104266,95.0134913
"near Sewali Path, Medicity, Hatigaon, Guwahati, Assam ",26.1369421,91.7813721
"C-3, Plot No- 367, Saya Zenith, GH-11, near CISF Camp, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh ",28.6382896,77.3760837
"C-374, Chetna Marg, Block C, Defence Colony, New Delhi, Delhi 110024",28.5680823,77.2293984
Jamia Hamdard Medical College,28.5141875,77.2474876
"BN 56, near Jhulelal Mandir Marg, Block BN, Poorbi Shalimar Bag, East, New Delhi",28.7079151,77.1599799
"BN 56, near Jhulelal Mandir Marg, Block BN, Poorbi Shalimar Bag, East, New Delhi",28.7079151,77.1599799
"Max Super Speciality Hospital 2 Cancer Hospital, Max Super Speciality Hospital, W-3,, Sector 1, Vaishali, Ghaziabad, near Radisson Blu Hotel, Vaishali, Vaishali, Ghaziabad, Uttar Pradesh ",28.6346279,77.3305709
"W-3, Ashok Marg, near Radisson Blu Hotel, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh ",28.6345537,77.3305003
"Cloud Nine Hospital, Community Centre, Plot no – 6B, Mandawali Fazalpur, I.P.Extension, Patparganj, Delhi, ",28.6294602,77.3125673
"Yashoda Super Specialty Medicenter, 5 AGCR Enclave, Karkardooma, Anand Vihar, Delhi, ",28.6528642,77.2923808
Yashoda Super Speciality Medi Centre 5 AGCR enclave Karkardooma Delhi,28.6528642,77.2923808
"6th Floor, Nova IVF Fertility, Pantaloons Building, Six Mile, Guwahati, Assam ",26.1383667,91.797358
"House No. 3, Dr Sarmah's Maternity & Gyne Clinic, Jayanagar Rd, Jaya Nagar, Six Mile, Guwahati, Assam ",26.1304677,91.8052953
"AMC Rd, Jalan Nagar Colony, Paltan Bazar, Dibrugarh, Assam ",27.4904069,94.9225008
"F5C9+5R, Deodhai, Seodhai Kopowhuwa, Assam ",27.25112,94.8427272
"F5C9+5R, Deodhai, Seodhai Kopowhuwa, Assam ",27.25112,94.8427272
"APEKSHA HOSPITAL | Top Multi-Speciality Hospital in Dibrugarh, AMC Rd, Jalan Nagar Colony, Dibrugarh, Assam ",27.4918784,94.9303556
"FWPH+H54, Jyoti Nagar, Dibrugarh, Assam ",27.4863875,94.9253782
"Lifespring hospital, H No. 5-5-23, Kukatpally, Hyderabad, Telangana, India",17.4823837,78.4136977
"Lifespring hospital, 11-4-523, Near Gandhi Statue, Chilkalguda Bus stop, Chilkalguda, Secunderbad -500061 Telangana",17.4413063,78.4423747
